Fiyat,Oda Sayısı,Metrekare,Bina Yaşı,Kat Durumu,Bina Konumu
"1.650.000
TL",1 + 1,75 m²,Sıfır Bina,5. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.650.000
TL",3 + 1,130 m²,Sıfır Bina,2. Kat,Ankara / Sincan / Alcı Mah.
"1.650.000
TL",3 + 1,130 m²,Sıfır Bina,8. Kat,Ankara / Sincan / Alcı Mah.
"1.650.000
TL",3 + 1,150 m²,25 Yaşında,3. Kat,Ankara / Polatlı / Kurtuluş Mah.
"1.650.000
TL",3 + 1,110 m²,25 Yaşında,3. Kat,Ankara / Polatlı / Kurtuluş Mah.
"1.650.000
TL",1 + 1,50 m²,50 Yaşında,Giriş Katı,Ankara / Çankaya / Ön Cebeci Mah.
"1.650.000
TL",3 + 1,125 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Uyanış Mah.
"1.650.000
TL",3 + 1,140 m²,18 Yaşında,Yüksek Giriş,Ankara / Sincan / Hürriyet Mah.
"1.650.000
TL",3 + 1,125 m²,25 Yaşında,Çatı Katı,Ankara / Polatlı / Yeni Mah.
"1.650.000
TL",2 + 1,85 m²,Sıfır Bina,5. Kat,Ankara / Etimesgut / Atayurt Mah.
"1.650.000
TL",2 + 1,75 m²,20 Yaşında,Giriş Katı,Ankara / Mamak / Altıağaç Mah.
"1.650.000
TL",3 + 1,120 m²,30 Yaşında,Yüksek Giriş,Ankara / Polatlı / Cumhuriyet Mah.
"1.650.000
TL",2 + 1,115 m²,14 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.650.000
TL",2 + 1,90 m²,Sıfır Bina,Bahçe Katı,Ankara / Akyurt / Yıldırım Mah.
"1.650.000
TL",2 + 1,140 m²,30 Yaşında,1. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.650.000
TL",3 + 1,125 m²,31 Yaşında,5. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.650.000
TL",3 + 1,125 m²,25 Yaşında,En Üst Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.650.000
TL",3 + 1,95 m²,35 Yaşında,Yüksek Giriş,Ankara / Çankaya / Arka Topraklık Mah.
"1.650.000
TL",2 + 1,90 m²,21 Yaşında,3. Kat,Ankara / Mamak / Hüseyingazi Mah.
"1.650.000
TL",2 + 1,95 m²,18 Yaşında,Kot 2,Ankara / Etimesgut / 30 Ağustos Mah.
"1.650.000
TL",2 + 1,120 m²,26 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.650.000
TL",1 + 1,55 m²,Sıfır Bina,14. Kat,Ankara / Akyurt / Saracalar Mah.
"1.650.000
TL",3 + 1,145 m²,18 Yaşında,Yüksek Giriş,Ankara / Polatlı / Kurtuluş Mah.
"1.650.000
TL",3 + 1,95 m²,27 Yaşında,Zemin,Ankara / Keçiören / İncirli Mah.
"1.650.000
TL",3 + 1,135 m²,20 Yaşında,Yüksek Giriş,Ankara / Polatlı / Zafer Mah.
"1.650.000
TL",3 + 1,125 m²,16 Yaşında,Bahçe Katı,Ankara / Etimesgut / Kazım Karabekir Mah.
"1.650.000
TL",2 + 1,85 m²,30 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.650.000
TL",2 + 1,110 m²,20 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.650.000
TL",2 + 1,100 m²,8 Yaşında,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.650.000
TL",2 + 1,75 m²,15 Yaşında,Kot 2,Ankara / Mamak / Misket Mah.
"1.650.000
TL",2 + 1,85 m²,12 Yaşında,5. Kat,Ankara / Mamak / Zirvekent Mah.
"1.650.000
TL",3 + 1,110 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Başpınar Mah.
"1.650.000
TL",3 + 1,120 m²,18 Yaşında,Giriş Katı,Ankara / Sincan / Osmanlı Mah.
"1.650.000
TL",3 + 1,125 m²,8 Yaşında,Kot 2,Ankara / Mamak / Ekin Mah.
"1.650.000
TL",3 + 1,115 m²,25 Yaşında,1. Kat,Ankara / Pursaklar / Merkez Mah.
"1.657.000
TL",3 + 1,117 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Malazgirt Mah.
"1.659.000
TL",3 + 1,115 m²,26 Yaşında,1. Kat,Ankara / Sincan / İstasyon Mah.
"1.659.000
TL",3 + 1,120 m²,14 Yaşında,Kot 2,Ankara / Mamak / Akşemsettin Mah.
"1.659.000
TL",2 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Akşemsettin Mah.
"1.659.000
TL",2 + 1,105 m²,15 Yaşında,Kot 1,Ankara / Keçiören / Bademlik Mah.
"1.659.000
TL",3 + 1,120 m²,20 Yaşında,Kot 1,Ankara / Mamak / Başak Mah.
"1.660.000
TL",2 + 1,100 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Yakacık Mah.
"1.660.000
TL",2 + 1,115 m²,6 Yaşında,Kot 3,Ankara / Mamak / Küçük Kayaş Mah.
"1.665.000
TL",3 + 1,140 m²,5 Yaşında,2. Kat,Ankara / Sincan / Alcı Mah.
"1.665.000
TL",3 + 1,85 m²,42 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.665.000
TL",2 + 1,90 m²,Sıfır Bina,Giriş Katı,Ankara / Polatlı / Şentepe Mah.
"1.665.000
TL",2 + 1,70 m²,35 Yaşında,Giriş Katı,Ankara / Mamak / Saimekadın Mah.
"1.669.000
TL",3 + 1,145 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Osmangazi Mah.
"1.669.000
TL",3 + 1,125 m²,25 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.669.999
TL",3 + 1,125 m²,32 Yaşında,1. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.670.000
TL",3 + 1,130 m²,16 Yaşında,Giriş Katı,Ankara / Pursaklar / Mimar Sinan Mah.
"1.670.000
TL",3 + 1,115 m²,8 Yaşında,Zemin,Ankara / Altındağ / Beşikkaya Mah.
"1.670.000
TL",2 + 1,85 m²,35 Yaşında,Yarı Bodrum,Ankara / Keçiören / Şenlik Mah.
"1.670.000
TL",1 + 1,60 m²,Sıfır Bina,1. Kat,Ankara / Sincan / Fevzi Çakmak Mah.
"1.670.000
TL",3 + 1,130 m²,22 Yaşında,2. Kat,Ankara / Polatlı / Şentepe Mah.
"1.670.000
TL",3 + 1,130 m²,35 Yaşında,6. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.670.000
TL",2 + 1,100 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.670.000
TL",3 + 1,100 m²,30 Yaşında,Yüksek Giriş,Ankara / Mamak / Saimekadın Mah.
"1.670.000
TL",2 + 1,100 m²,12 Yaşında,Giriş Katı,Ankara / Mamak / Misket Mah.
"1.674.000
TL",3 + 1,120 m²,12 Yaşında,Kot 3,Ankara / Keçiören / Aktepe Mah.
"1.675.000
TL",1 + 1,65 m²,5 Yaşında,Bahçe Katı,Ankara / Polatlı / Olukpınar Mah.
"1.675.000
TL",2 + 1,85 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Tepebaşı Mah.
"1.675.000
TL",2 + 1,110 m²,20 Yaşında,Kot 1,Ankara / Yenimahalle / Işınlar Mah.
"1.675.000
TL",2 + 1,90 m²,32 Yaşında,1. Kat,Ankara / Çankaya / İncesu Mah.
"1.675.000
TL",2 + 1,75 m²,45 Yaşında,1. Kat,Ankara / Çankaya / İncesu Mah.
"1.675.000
TL",2 + 1,85 m²,25 Yaşında,Bahçe Katı,Ankara / Keçiören / Kalaba Mah.
"1.675.000
TL",3 + 1,110 m²,14 Yaşında,Kot 1,Ankara / Mamak / Misket Mah.
"1.675.000
TL",2 + 1,100 m²,11 Yaşında,Bahçe Katı,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",3 + 1,135 m²,20 Yaşında,3. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.675.000
TL",3 + 1,115 m²,21 Yaşında,Giriş Katı,Ankara / Etimesgut / 30 Ağustos Mah.
"1.675.000
TL",3 + 1,120 m²,22 Yaşında,Bahçe Katı,Ankara / Mamak / Peyami Safa Mah.
"1.675.000
TL",2 + 1,100 m²,25 Yaşında,Bahçe Katı,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",3 + 1,110 m²,40 Yaşında,En Üst Kat,Ankara / Altındağ / Örnek Mah.
"1.675.000
TL",2 + 1,90 m²,35 Yaşında,Yüksek Giriş,Ankara / Mamak / Abidinpaşa Mah.
"1.675.000
TL",2 + 1,100 m²,16 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",2 + 1,105 m²,7 Yaşında,Bahçe Katı,Ankara / Pursaklar / Yunus Emre Mah.
"1.675.000
TL",2 + 1,90 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",2 + 1,95 m²,20 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",2 + 1,95 m²,8 Yaşında,Bahçe Katı,Ankara / Pursaklar / Yunus Emre Mah.
"1.675.000
TL",2 + 1,100 m²,20 Yaşında,Bahçe Katı,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",2 + 1,105 m²,16 Yaşında,Bahçe Katı,Ankara / Pursaklar / Yunus Emre Mah.
"1.675.000
TL",3 + 1,100 m²,20 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.675.000
TL",2 + 1,115 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Köşk Mah.
"1.675.000
TL",2 + 1,100 m²,20 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.675.000
TL",2 + 1,75 m²,17 Yaşında,Kot 2,Ankara / Mamak / Gülveren Mah.
"1.675.000
TL",2 + 1,85 m²,20 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.679.000
TL",2 + 1,120 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.679.000
TL",3 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.679.000
TL",3 + 1,125 m²,22 Yaşında,Bahçe Katı,Ankara / Sincan / Atatürk Mah.
"1.679.000
TL",2 + 1,120 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.679.000
TL",2 + 1,127 m²,18 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.680.000
TL",2 + 1,110 m²,5 Yaşında,Yüksek Giriş,Ankara / Akyurt / Yeşiltepe Mah.
"1.680.000
TL",3 + 1,100 m²,20 Yaşında,Kot 1,Ankara / Mamak / Akdere Mah.
"1.680.000
TL",2 + 1,65 m²,22 Yaşında,Giriş Katı,Ankara / Keçiören / Karargahtepe Mah.
"1.680.000
TL",2 + 1,95 m²,16 Yaşında,Bahçe Katı,Ankara / Etimesgut / Alsancak Mah.
"1.680.000
TL",3 + 1,125 m²,2 Yaşında,Yüksek Giriş,Ankara / Akyurt / Yeşiltepe Mah.
"1.680.000
TL",3 + 1,120 m²,22 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.680.000
TL",3 + 1,110 m²,18 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.680.000
TL",2 + 1,100 m²,27 Yaşında,Kot 2,Ankara / Yenimahalle / Yunus Emre Mah.
"1.680.000
TL",1 + 1,70 m²,Sıfır Bina,Yüksek Giriş,Ankara / Mamak / Hürel Mah.
"1.680.000
TL",2 + 1,95 m²,15 Yaşında,Giriş Katı,Ankara / Keçiören / Uyanış Mah.
"1.680.000
TL",3 + 1,100 m²,17 Yaşında,Giriş Katı,Ankara / Pursaklar / Yunus Emre Mah.
"1.680.000
TL",3 + 1,110 m²,12 Yaşında,Bahçe Katı,Ankara / Mamak / Mehtap Mah.
"1.680.000
TL",2 + 1,100 m²,14 Yaşında,Kot 1,Ankara / Keçiören / Şehit Kubilay Mah.
"1.680.000
TL",3 + 1,120 m²,10 Yaşında,Bahçe Katı,Ankara / Mamak / Balkiraz Mah.
"1.680.000
TL",2 + 1,90 m²,10 Yaşında,Giriş Katı,Ankara / Etimesgut / Şeker Mah.
"1.680.000
TL",2 + 1,100 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Şehit Kubilay Mah.
"1.680.000
TL",2 + 1,100 m²,18 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.680.000
TL",1 + 1,50 m²,Sıfır Bina,5. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.680.000
TL",3 + 1,130 m²,26 Yaşında,4. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.684.000
TL",1 + 1,115 m²,22 Yaşında,Bahçe Katı,Ankara / Sincan / Selçuklu Mah.
"1.685.000
TL",3 + 1,110 m²,7 Yaşında,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.685.000
TL",3 + 1,130 m²,15 Yaşında,Yüksek Giriş,Ankara / Altındağ / Battalgazi Mah.
"1.685.000
TL",2 + 1,110 m²,Sıfır Bina,Yüksek Giriş,Ankara / Sincan / 29 Ekim Mah.
"1.685.000
TL",2 + 1,90 m²,21 Yaşında,Bahçe Katı,Ankara / Sincan / Selçuklu Mah.
"1.685.000
TL",2 + 1,110 m²,12 Yaşında,Bahçe Katı,Ankara / Mamak / Gülveren Mah.
"1.685.000
TL",2 + 1,110 m²,15 Yaşında,Bahçe Katı,Ankara / Mamak / Bahçelerüstü Mah.
"1.685.000
TL",2 + 1,130 m²,11 Yaşında,Yüksek Giriş,Ankara / Keçiören / Şehit Kubilay Mah.
"1.685.000
TL",3 + 1,134 m²,10 Yaşında,Bahçe Katı,Ankara / Polatlı / Fatih Mah.
"1.685.000
TL",2 + 1,90 m²,25 Yaşında,Bahçe Katı,Ankara / Sincan / Selçuklu Mah.
"1.685.000
TL",3 + 1,100 m²,20 Yaşında,1. Kat,Ankara / Mamak / Akdere Mah.
"1.685.000
TL",3 + 1,120 m²,8 Yaşında,Giriş Katı,Ankara / Mamak / Başak Mah.
"1.685.000
TL",3 + 2,110 m²,31 Yaşında,1. Kat,Ankara / Yenimahalle / Anadolu Mah.
"1.685.000
TL",2 + 1,110 m²,10 Yaşında,Bahçe Katı,Ankara / Mamak / Gülveren Mah.
"1.685.000
TL",3 + 1,150 m²,26 Yaşında,Bahçe Katı,Ankara / Polatlı / Cumhuriyet Mah.
"1.689.000
TL",3 + 1,100 m²,25 Yaşında,Giriş Katı,Ankara / Keçiören / İncirli Mah.
"1.689.000
TL",2 + 1,110 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.689.000
TL",2 + 1,110 m²,5 Yaşında,Bahçe Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.689.000
TL",2 + 1,100 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.689.000
TL",2 + 1,120 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.689.000
TL",2 + 1,115 m²,11 Yaşında,Yüksek Giriş,Ankara / Keçiören / Kuşcağız Mah.
"1.689.000
TL",2 + 1,110 m²,25 Yaşında,Kot 1,Ankara / Keçiören / Ayvalı Mah.
"1.689.000
TL",2 + 1,110 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.689.000
TL",3 + 1,120 m²,25 Yaşında,Yüksek Giriş,Ankara / Sincan / Mareşal Çakmak Mah.
"1.689.000
TL",3 + 1,120 m²,20 Yaşında,4. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.689.000
TL",3 + 1,110 m²,27 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.690.000
TL",2 + 1,100 m²,15 Yaşında,Yüksek Giriş,Ankara / Keçiören / Şehit Kubilay Mah.
"1.690.000
TL",1 + 1,70 m²,25 Yaşında,Bodrum,Ankara / Etimesgut / Topçu Mah.
"1.690.000
TL",2 + 1,85 m²,10 Yaşında,2. Kat,Ankara / Mamak / Zirvekent Mah.
"1.690.000
TL",3 + 1,116 m²,32 Yaşında,Giriş Katı,Ankara / Keçiören / Çiçekli Mah.
"1.690.000
TL",1 + 1,55 m²,1 Yaşında,Ara Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.690.000
TL",3 + 1,110 m²,10 Yaşında,,Ankara / Etimesgut / Oğuzlar Mah.
"1.690.000
TL",3 + 1,130 m²,20 Yaşında,Bahçe Katı,Ankara / Pursaklar / Fatih Mah.
"1.690.000
TL",3 + 1,145 m²,26 Yaşında,6. Kat,Ankara / Yenimahalle / Demetgül Mah.
"1.690.000
TL",2 + 1,85 m²,25 Yaşında,Kot 1,Ankara / Keçiören / Şenlik Mah.
"1.690.000
TL",2 + 1,85 m²,30 Yaşında,1. Kat,Ankara / Altındağ / Zübeyde Hanım Mah.
"1.690.000
TL",2 + 1,100 m²,5 Yaşında,Giriş Katı,Ankara / Mamak / Küçük Kayaş Mah.
"1.690.000
TL",2 + 1,68 m²,33 Yaşında,Yüksek Giriş,Ankara / Keçiören / Kalaba Mah.
"1.690.000
TL",2 + 1,120 m²,34 Yaşında,Yüksek Giriş,Ankara / Keçiören / 19 Mayıs Mah.
"1.690.000
TL",2 + 1,85 m²,30 Yaşında,Kot 1,Ankara / Çankaya / Öveçler Mah.
"1.690.000
TL",1 + 1,95 m²,28 Yaşında,Giriş Katı,Ankara / Mamak / Balkiraz Mah.
"1.690.000
TL",3 + 1,120 m²,15 Yaşında,Bahçe Katı,Ankara / Etimesgut / Ayyıldız Mah.
"1.690.000
TL",3 + 1,130 m²,19 Yaşında,Yüksek Giriş,Ankara / Polatlı / Fatih Mah.
"1.690.000
TL",3 + 1,135 m²,10 Yaşında,Yüksek Giriş,Ankara / Keçiören / Atapark Mah.
"1.690.000
TL",3 + 1,142 m²,3 Yaşında,4. Kat,Ankara / Sincan / Alcı Mah.
"1.690.000
TL",3 + 1,125 m²,19 Yaşında,Bahçe Katı,Ankara / Pursaklar / Fatih Mah.
"1.690.000
TL",3 + 1,145 m²,30 Yaşında,6. Kat,Ankara / Yenimahalle / Demetgül Mah.
"1.690.000
TL",3 + 1,95 m²,30 Yaşında,Bahçe Katı,Ankara / Mamak / Balkiraz Mah.
"1.690.000
TL",3 + 1,100 m²,11 Yaşında,Kot 2,Ankara / Pursaklar / Fatih Mah.
"1.690.000
TL",3 + 1,100 m²,20 Yaşında,Kot 2,Ankara / Pursaklar / Fatih Mah.
"1.690.000
TL",3 + 1,110 m²,21 Yaşında,Kot 3,Ankara / Keçiören / Karargahtepe Mah.
"1.695.000
TL",3 + 1,110 m²,25 Yaşında,Bahçe Katı,Ankara / Keçiören / Çiçekli Mah.
"1.695.000
TL",2 + 1,110 m²,25 Yaşında,Kot 1,Ankara / Pursaklar / Fatih Mah.
"1.695.000
TL",2 + 1,105 m²,20 Yaşında,Giriş Katı,Ankara / Mamak / General Zeki Doğan Mah.
"1.695.000
TL",2 + 1,105 m²,16 Yaşında,Giriş Katı,Ankara / Mamak / General Zeki Doğan Mah.
"1.695.000
TL",2 + 1,105 m²,17 Yaşında,Yüksek Giriş,Ankara / Etimesgut / 30 Ağustos Mah.
"1.695.000
TL",2 + 1,80 m²,16 Yaşında,Kot 1,Ankara / Etimesgut / İstasyon Mah.
"1.695.000
TL",2 + 1,125 m²,11 Yaşında,Bahçe Katı,Ankara / Pursaklar / Saray Cumhuriyet Mah.
"1.695.000
TL",2 + 1,65 m²,35 Yaşında,Giriş Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.695.000
TL",2 + 1,80 m²,35 Yaşında,Giriş Katı,Ankara / Mamak / Aşık Veysel Mah.
"1.695.000
TL",2 + 1,105 m²,17 Yaşında,Yüksek Giriş,Ankara / Etimesgut / 30 Ağustos Mah.
"1.698.000
TL",2 + 1,105 m²,Sıfır Bina,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.698.000
TL",2 + 1,105 m²,Sıfır Bina,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.698.000
TL",2 + 1,420 m²,Sıfır Bina,,Ankara / Pursaklar / Kösrelikkızığı Mah.
"1.699.000
TL",2 + 1,110 m²,13 Yaşında,Kot 1,Ankara / Altındağ / Battalgazi Mah.
"1.699.000
TL",1 + 1,65 m²,Sıfır Bina,3. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.699.000
TL",2 + 1,120 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / Ufuktepe Mah.
"1.699.000
TL",2 + 1,105 m²,10 Yaşında,Kot 1,Ankara / Keçiören / Atapark Mah.
"1.699.000
TL",3 + 1,120 m²,23 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.699.000
TL",2 + 1,105 m²,15 Yaşında,Yüksek Giriş,Ankara / Sincan / Akşemsettin Mah.
"1.699.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Keçiören / Çiçekli Mah.
"1.699.000
TL",3 + 1,110 m²,20 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Merkez Mah.
"1.699.000
TL",3 + 1,120 m²,25 Yaşında,Bahçe Katı,Ankara / Sincan / Plevne Mah.
"1.699.000
TL",3 + 1,100 m²,15 Yaşında,Yüksek Giriş,Ankara / Pursaklar / Merkez Mah.
"1.699.000
TL",3 + 1,120 m²,23 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.699.000
TL",3 + 1,120 m²,23 Yaşında,Yüksek Giriş,Ankara / Sincan / Atatürk Mah.
"1.699.999
TL",1 + 1,70 m²,7 Yaşında,Zemin,Ankara / Etimesgut / Süvari Mah.
"1.700.000
TL",3 + 1,250 m²,Sıfır Bina,Ara Kat,Ankara / Sincan / Alcı Mah.
"1.700.000
TL",3 + 1,120 m²,26 Yaşında,6. Kat,Ankara / Yenimahalle / Demetlale Mah.
"1.700.000
TL",1 + 1,55 m²,1 Yaşında,Ara Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.700.000
TL",3 + 1,110 m²,41 Yaşında,Yüksek Giriş,Ankara / Polatlı / Mehmet Akif Mah.
"1.700.000
TL",3 + 1,110 m²,25 Yaşında,2. Kat,Ankara / Mamak / Mehtap Mah.
"1.700.000
TL",2 + 1,95 m²,9 Yaşında,Kot 1,Ankara / Keçiören / Ufuktepe Mah.
"1.700.000
TL",2 + 1,100 m²,17 Yaşında,Giriş Katı,Ankara / Mamak / Çağlayan Mah.
"1.700.000
TL",1 + 1,75 m²,25 Yaşında,Ara Kat,Ankara / Çankaya / Eti Mah.
"1.700.000
TL",1 + 1,65 m²,16 Yaşında,1. Kat,Ankara / Sincan / Atatürk Mah.
"1.700.000
TL",1 + 1,55 m²,Sıfır Bina,11. Kat,Ankara / Çubuk / Yenice Mah.
"1.700.000
TL",2 + 1,95 m²,45 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.700.000
TL",1 + 1,82 m²,12 Yaşında,Yüksek Giriş,Ankara / Çubuk / Cumhuriyet Mah.
"1.700.000
TL",3 + 1,110 m²,25 Yaşında,Ara Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.700.000
TL",2 + 1,95 m²,30 Yaşında,Ara Kat,Ankara / Keçiören / Pınarbaşı Mah.
"1.700.000
TL",2 + 1,65 m²,40 Yaşında,3. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.700.000
TL",3 + 1,120 m²,15 Yaşında,3. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.700.000
TL",2 + 1,90 m²,30 Yaşında,4. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.700.000
TL",2 + 1,80 m²,45 Yaşında,1. Kat,Ankara / Çankaya / İncesu Mah.
"1.700.000
TL",2 + 1,100 m²,7 Yaşında,Yüksek Giriş,Ankara / Mamak / Kayaş Mah.
"1.700.000
TL",2 + 1,95 m²,30 Yaşında,Kot 2,Ankara / Keçiören / Güçlükaya Mah.
"1.700.000
TL",2 + 1,100 m²,15 Yaşında,Kot 1,Ankara / Keçiören / Adnan Menderes Mah.
"1.700.000
TL",2 + 1,100 m²,25 Yaşında,Bahçe Katı,Ankara / Keçiören / Ayvalı Mah.
"1.700.000
TL",3 + 1,107 m²,34 Yaşında,Kot 1,Ankara / Mamak / Abidinpaşa Mah.
"1.700.000
TL",2 + 1,100 m²,21 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.700.000
TL",3 + 1,110 m²,21 Yaşında,Kot 1,Ankara / Mamak / Demirlibahçe Mah.
"1.700.000
TL",3 + 1,130 m²,30 Yaşında,Giriş Katı,Ankara / Mamak / Balkiraz Mah.
"1.700.000
TL",3 + 1,115 m²,15 Yaşında,En Üst Kat,Ankara / Kahramankazan / Atatürk Mah.
"1.700.000
TL",1 + 1,60 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Dumlupınar Mah.
"1.700.000
TL",2 + 1,80 m²,Sıfır Bina,4. Kat,Ankara / Çubuk / Dumlupınar Mah.
"1.700.000
TL",2 + 1,75 m²,Sıfır Bina,1. Kat,Ankara / Sincan / Çokören Mah.
"1.700.000
TL",2 + 1,110 m²,15 Yaşında,Kot 1,Ankara / Keçiören / Ufuktepe Mah.
"1.700.000
TL",3 + 1,130 m²,30 Yaşında,,Ankara / Polatlı / Esentepe Mah.
"1.700.000
TL",3 + 1,140 m²,20 Yaşında,2. Kat,Ankara / Polatlı / Kurtuluş Mah.
"1.700.000
TL",2 + 1,90 m²,35 Yaşında,Kot 1,Ankara / Yenimahalle / Yunus Emre Mah.
"1.700.000
TL",3 + 1,125 m²,5 Yaşında,Yüksek Giriş,Ankara / Akyurt / Yıldırım Mah.
"1.700.000
TL",3 + 1,140 m²,18 Yaşında,Yüksek Giriş,Ankara / Polatlı / Fatih Mah.
"1.700.000
TL",3 + 1,135 m²,24 Yaşında,En Üst Kat,Ankara / Polatlı / Şentepe Mah.
"1.700.000
TL",3 + 1,120 m²,40 Yaşında,Bahçe Katı,Ankara / Mamak / Balkiraz Mah.
"1.700.000
TL",2 + 1,80 m²,30 Yaşında,Zemin,Ankara / Mamak / Abidinpaşa Mah.
"1.700.000
TL",3 + 1,100 m²,40 Yaşında,Yüksek Giriş,Ankara / Mamak / Gülveren Mah.
"1.700.000
TL",1 + 1,55 m²,Sıfır Bina,Yüksek Giriş,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.700.000
TL",3 + 1,130 m²,23 Yaşında,Ara Kat,Ankara / Polatlı / Gazi Mah.
"1.700.000
TL",2 + 1,95 m²,35 Yaşında,Bahçe Katı,Ankara / Mamak / Abidinpaşa Mah.
"1.700.000
TL",2 + 1,70 m²,31 Yaşında,3. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.700.000
TL",3 + 1,105 m²,25 Yaşında,Kot 2,Ankara / Mamak / Balkiraz Mah.
"1.700.000
TL",3 + 1,105 m²,28 Yaşında,En Üst Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.700.000
TL",2 + 1,110 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / Basınevleri Mah.
"1.700.000
TL",2 + 1,80 m²,30 Yaşında,Zemin,Ankara / Mamak / Abidinpaşa Mah.
"1.700.000
TL",1 + 1,75 m²,31 Yaşında,Kot 1,Ankara / Çankaya / Kızılay Mah.
"1.700.000
TL",2 + 1,85 m²,21 Yaşında,Kot 1,Ankara / Yenimahalle / Barıştepe Mah.
